;Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
1278;Casa en condominio;Ate;5;4;5;900;21000.0;1300.0;1600.0
1279;Casa en condominio;Ate;5;5;2;400;12500.0;1907.0;
1280;Casa;Lurigancho;3;0;0;115;4500.0;;229.0
1281;Habitación;Lurín;1;0;0;24;1300.0;489.0;
1282;Casa en condominio;Pucusana;4;3;2;300;10000.0;1630.0;650.0
1283;Casa;San Isidro;1;0;0;50;500.0;;
1284;Casa en condominio;Ate;4;0;4;320;7000.0;500.0;1200.0
1285;Casa en condominio;Jesús María;8;4;5;965;20000.0;2200.0;1600.0
1286;Casa en condominio;Jesús María;3;2;3;220;5000.0;1500.0;3800.0
1287;Casa;Pachacámac;2;0;1;180;4200.0;;
1288;Casa en condominio;Ate;4;2;4;266;9000.0;1500.0;
1289;Casa en condominio;Ate;4;8;4;423;8000.0;1000.0;1200.0
1290;Habitación;Pachacámac;1;0;0;30;900.0;435.0;80.0
1291;Casa en condominio;Jesús María;4;3;2;245;4500.0;1135.0;398.0
1292;Habitación;San Borja;0;0;0;36;1500.0;400.0;
1293;Casa en condominio;Ate;4;2;4;240;10000.0;1200.0;600.0
1294;Casa;Chorrillos;1;0;0;40;550.0;;
1295;Casa en condominio;Ate;3;6;1;420;6900.0;992.0;773.0
1296;Casa en condominio;Villa El Salvador;3;1;2;130;2150.0;570.0;27.0
1297;Habitación;San Borja;1;0;0;26;1800.0;335.0;53.0
1298;Habitación;Chorrillos;1;0;0;21;1250.0;472.0;25.0
1299;Casa en condominio;Punta Hermosa;5;4;5;1100;23000.0;2450.0;
1300;Casa;Lince;1;1;0;50;800.0;;
1301;Habitación;San Borja;1;0;0;30;1300.0;606.0;24.0
1302;Casa en condominio;Ate;4;0;3;600;9800.0;2333.0;
1303;Casa;Mi Perú;2;3;1;230;3500.0;;180.0
1304;Casa;La Molina;3;5;1;210;5000.0;;70.0
1305;Casa en condominio;Ate;5;5;2;420;8500.0;850.0;
1306;Casa;Ancón;3;1;3;60;1100.0;;
1307;Casa;Punta Hermosa;4;2;1;336;13500.0;750.0;649.0
1308;Casa en condominio;Ate;5;4;4;622;10000.0;1380.0;1500.0
1309;Casa comercial;Chorrillos;0;6;0;500;23500.0;;
1310;Casa;Lince;3;1;0;120;2000.0;;
1311;Casa;Jesús María;5;3;2;310;8000.0;980.0;350.0
1312;Casa en condominio;Ate;4;2;4;351;15000.0;1900.0;11587.0
1313;Casa en condominio;Jesús María;4;2;3;185;2400.0;880.0;334.0
1314;Casa en condominio;Lince;3;3;2;192;1400.0;;
1315;Casa en condominio;Ate;4;2;1;240;12000.0;1605.0;525.0
1316;Habitación;Lurín;1;0;0;26;1000.0;405.0;
1317;Casa;La Perla;2;0;0;35;850.0;;
1318;Habitación;Comas;1;0;0;29;1600.0;350.0;244.0
1319;Casa en condominio;Ate;5;8;5;900;20000.0;2200.0;1500.0
1320;Casa;Ate;6;0;0;324;7000.0;;300.0
1321;Casa en condominio;Jesús María;4;2;4;197;4000.0;960.0;353.0
1322;Casa;Villa María del Triunfo;4;2;2;200;3400.0;400.0;240.0
1323;Casa en condominio;Ate;5;4;5;300;17000.0;750.0;7500.0
1324;Casa en condominio;Callao;4;2;1;140;2500.0;1200.0;
1325;Habitación;Villa El Salvador;1;0;0;35;2000.0;;29.0
1326;Habitación;Chorrillos;0;0;0;30;1000.0;300.0;29.0
1327;Casa en condominio;Villa María del Triunfo;3;2;1;200;4500.0;160.0;
1328;Habitación;Carmen de La Legua;1;0;0;20;500.0;;
1329;Casa;Bellavista;2;0;0;45;800.0;;
1330;Casa;Carmen de La Legua;4;3;2;304;2500.0;;
1331;Casa en condominio;Lince;2;1;0;74;1500.0;360.0;
1332;Casa en condominio;Ate;5;4;5;450;12000.0;510.0;660.0
1333;Casa en condominio;Rímac;4;2;4;400;25000.0;3500.0;20000.0
1334;Casa comercial;La Punta;0;0;0;540;10000.0;;
1335;Habitación;San Borja;1;0;0;22;2000.0;340.0;160.0
1336;Casa en condominio;Carabayllo;2;1;0;69;1900.0;400.0;49.0
1337;Casa;San Miguel;3;0;0;45;2500.0;;
1338;Casa;Jesús María;5;4;5;1200;15000.0;1600.0;
1339;Habitación;Chorrillos;0;0;0;30;1100.0;417.0;
1340;Casa en condominio;Ate;4;0;4;300;12200.0;1200.0;350.0
1341;Habitación;Mi Perú;1;0;0;30;650.0;;
1342;Habitación;San Borja;1;0;0;33;1500.0;410.0;
1343;Casa en condominio;Jesús María;6;9;6;1280;17000.0;1500.0;14000.0
1344;Casa en condominio;Ate;4;3;2;300;5900.0;530.0;4000.0
1345;Casa en condominio;Jesús María;4;3;2;340;8000.0;960.0;4250.0
1346;Habitación;Cieneguilla;0;0;0;25;800.0;;
1347;Casa;San Luis;5;1;0;161;6000.0;;
1348;Habitación;Villa El Salvador;1;0;0;26;1200.0;230.0;24.0
1349;Casa;Chaclacayo;3;2;2;117;1900.0;90.0;
1350;Casa comercial;Pachacámac;0;1;0;130;5000.0;3000.0;
1351;Casa;Lurigancho;4;4;4;452;20000.0;;
1352;Casa;La Perla;3;2;3;200;12000.0;;400.0
1353;Casa en condominio;Ate;4;3;4;298;14000.0;1490.0;505.0
1354;Casa en condominio;Callao;4;2;2;610;4500.0;930.0;710.0
1355;Habitación;Pachacámac;1;0;0;35;900.0;400.0;170.0
1356;Casa;Punta Hermosa;3;1;2;408;29000.0;850.0;800.0
1357;Habitación;Pachacámac;0;0;0;29;600.0;485.0;25.0
1358;Casa;El Agustino;3;1;0;160;1700.0;;45.0
1359;Casa;La Punta;3;4;1;379;5500.0;;
1360;Casa en condominio;Lince;4;2;1;254;4500.0;320.0;100.0
1361;Casa de villa;Ventanilla;2;0;0;120;1700.0;75.0;
1362;Casa de villa;San Miguel;2;0;0;75;1500.0;342.0;
1363;Casa;Comas;1;0;1;45;750.0;1.0;
1364;Casa en condominio;Ate;4;4;4;330;7500.0;510.0;6000.0
1365;Casa en condominio;Jesús María;4;2;3;156;3500.0;900.0;330.0
1366;Habitación;Chorrillos;1;0;0;21;980.0;445.0;30.0
1367;Casa en condominio;Villa María del Triunfo;5;3;2;430;4000.0;950.0;250.0
1368;Habitación;San Borja;1;0;0;45;1600.0;442.0;67.0
1369;Casa;Mi Perú;2;1;1;65;1400.0;;
1370;Casa;Mi Perú;2;1;0;60;1000.0;;
1371;Casa comercial;San Luis;4;0;1;4500;10000.0;;6580.0
1372;Habitación;San Borja;1;0;0;41;1300.0;690.0;72.0
1373;Habitación;Pachacámac;1;0;0;22;800.0;450.0;254.0
1374;Habitación;Chorrillos;1;0;0;25;1000.0;366.0;50.0
1375;Casa;Lurín;3;1;0;111;3200.0;340.0;98.0
1376;Casa comercial;Carmen de La Legua;1;0;0;2150;30000.0;;
1377;Casa comercial;Chorrillos;8;3;0;350;14000.0;;
1378;Habitación;San Miguel;0;0;0;20;800.0;380.0;
1379;Casa de villa;Los Olivos;1;0;0;23;750.0;;
1380;Casa en condominio;Ate;4;4;2;660;30000.0;1050.0;1300.0
1381;Casa;San Luis;4;4;4;300;5000.0;755.0;
1382;Casa;Mi Perú;3;2;1;100;2000.0;;
1383;Casa;Callao;2;0;0;80;1600.0;;
1384;Casa;Punta Hermosa;3;0;2;408;29000.0;850.0;800.0
1385;Casa;Ate;5;6;4;788;18000.0;2214.0;2181.0
1386;Habitación;Lurín;1;0;0;24;1100.0;400.0;30.0
1387;Casa en condominio;Villa El Salvador;4;2;2;400;3500.0;75000.0;
1388;Casa;Ventanilla;4;4;4;337;4500.0;;337.0
1389;Casa en condominio;El Agustino;3;5;3;250;3000.0;200.0;180.0
1390;Casa;Santiago de Surco;1;0;0;35;650.0;;
1391;Casa en condominio;Ate;4;8;4;751;18000.0;2334.0;2404.0
1392;Casa en condominio;Ate;4;4;4;300;10000.0;700.0;5500.0
1393;Habitación;San Borja;1;0;0;34;1400.0;754.0;69.0
1394;Casa;Lurigancho;4;4;4;845;35000.0;;1643.0
1395;Casa en condominio;Callao;3;3;1;178;2900.0;900.0;158.0
1396;Casa en condominio;Ate;4;3;1;320;10000.0;1500.0;10000.0
1397;Habitación;Villa El Salvador;1;0;0;40;1000.0;490.0;
1398;Habitación;Chorrillos;1;0;0;25;1200.0;450.0;60.0
1399;Casa;Lurigancho;4;3;1;263;28000.0;;
1400;Casa comercial;La Punta;0;0;0;130;5000.0;;
1401;Habitación;San Borja;1;0;0;30;2000.0;600.0;29.0
1402;Casa de villa;Comas;3;0;0;110;1700.0;;
1403;Casa;Lince;2;2;0;80;1200.0;;
1404;Casa en condominio;Mi Perú;3;2;1;308;3500.0;700.0;280.0
1405;Casa en condominio;San Luis;6;6;5;722;5000.0;380.0;700.0
1406;Casa comercial;San Borja;0;0;0;55;2800.0;;392.0
1407;Casa;Cieneguilla;2;1;0;85;1000.0;;
1408;Casa en condominio;Ate;4;3;4;263;7000.0;700.0;518.0
1409;Casa en condominio;Ate;5;4;2;600;12000.0;800.0;1000.0
1410;Habitación;San Borja;1;0;0;32;1600.0;578.0;55.0
1411;Casa en condominio;Ate;5;9;4;679;16000.0;3049.0;2743.0
1412;Habitación;Lurín;1;0;0;31;1100.0;434.0;55.0
1413;Habitación;San Borja;1;0;0;25;1200.0;310.0;
1414;Habitación;San Borja;1;0;0;35;1600.0;481.0;26.0
1415;Habitación;Villa El Salvador;0;0;0;25;1000.0;430.0;
1416;Casa;San Borja;2;1;0;80;850.0;496.0;12.0
1417;Casa de villa;San Borja;3;1;1;204;2800.0;430.0;68.0
1418;Casa en condominio;Ate;4;4;4;400;10000.0;2100.0;1400.0
1419;Habitación;San Borja;1;0;0;20;1500.0;500.0;
1420;Casa de villa;San Luis;2;0;0;50;2000.0;30.0;25.0
1421;Casa;Ate;4;2;4;250;8000.0;1800.0;360.0
1422;Casa;Chorrillos;8;3;0;418;15000.0;;
1423;Casa en condominio;Jesús María;4;3;4;280;5000.0;750.0;200.0
1424;Casa en condominio;Ate;5;5;5;900;17500.0;2600.0;
1425;Casa en condominio;Jesús María;4;2;3;147;4500.0;1195.0;1000.0
1426;Casa;Lince;2;0;1;80;1100.0;;
1427;Habitación;Pachacámac;1;0;0;30;800.0;250.0;25.0
1428;Casa en condominio;Ate;4;5;4;500;11800.0;1550.0;1501.0
1429;Casa;La Perla;3;2;3;1100;30000.0;;1900.0
1430;Casa en condominio;Jesús María;3;2;1;165;2000.0;980.0;153.0
1431;Habitación;San Borja;1;0;0;24;2500.0;570.0;56.0
1432;Casa de villa;El Agustino;2;1;0;45;1000.0;70.0;
1433;Habitación;Chorrillos;0;0;1;30;800.0;320.0;
1434;Casa en condominio;Ate;6;0;5;950;30000.0;1200.0;15000.0
1435;Habitación;San Borja;1;0;0;35;1300.0;380.0;68.0
1436;Casa;Lince;2;0;1;60;900.0;;
1437;Casa de villa;San Isidro;2;1;0;78;1000.0;;
1438;Casa comercial;Chorrillos;0;0;0;161;9000.0;;523.0
1439;Habitación;Villa El Salvador;1;0;0;21;900.0;455.0;29.0
1440;Casa comercial;Chorrillos;0;0;0;250;16000.0;;1209.0
1441;Habitación;Villa El Salvador;1;0;0;42;1550.0;300.0;
1442;Casa comercial;San Miguel;6;3;0;300;8200.0;;1500.0
1443;Casa;Jesús María;3;4;3;360;12000.0;;6072.0
1444;Casa en condominio;Ate;6;4;4;1000;15000.0;2600.0;
1445;Casa en condominio;Punta Hermosa;3;4;3;523;15000.0;3968.0;1013.0
1446;Casa;Jesús María;4;5;3;360;15000.0;;5624.0
1447;Casa comercial;Chorrillos;0;0;0;120;4200.0;;761.0
1448;Casa de villa;Chaclacayo;1;0;0;30;800.0;;
1449;Casa en condominio;Jesús María;4;0;2;400;10000.0;1400.0;1500.0
1450;Habitación;Chorrillos;0;0;0;23;900.0;390.0;30.0
1451;Casa;Lurigancho;4;3;0;531;18000.0;;702.0
1452;Casa en condominio;Ate;6;4;4;622;10000.0;;
1453;Casa comercial;Punta Negra;6;3;4;600;4800.0;;150.0
1454;Casa en condominio;San Luis;3;3;1;280;5000.0;865.0;1100.0
1455;Casa;La Punta;4;3;2;851;22000.0;;980.0
1456;Casa;Villa María del Triunfo;3;1;3;138;2350.0;350.0;130.0
1457;Casa;Lince;1;0;0;50;500.0;;
1458;Casa en condominio;San Luis;2;0;0;50;2200.0;70.0;20.0
1459;Casa en condominio;Callao;3;2;3;180;3500.0;600.0;
1460;Habitación;San Borja;1;0;0;20;1150.0;450.0;71.0
1461;Habitación;Lince;1;0;0;45;590.0;70.0;
1462;Casa en condominio;Ate;5;8;5;900;20000.0;2200.0;1177.0
1463;Casa en condominio;Ate;4;5;4;900;20000.0;1500.0;
1464;Habitación;Pachacámac;1;0;0;25;800.0;350.0;10.0
1465;Casa de villa;San Juan de Miraflores;3;1;1;240;2000.0;40.0;100.0
1466;Casa en condominio;Villa El Salvador;3;3;1;180;2200.0;400.0;1.0
1467;Habitación;Puente Piedra;1;0;0;26;850.0;366.0;25.0
1468;Casa de villa;Carabayllo;1;1;0;50;900.0;;
1469;Casa;Chaclacayo;6;2;1;180;4500.0;;
1470;Casa;Lince;2;1;2;90;1200.0;;
1471;Casa en condominio;Jesús María;3;3;3;320;7900.0;949.0;2560.0
1472;Casa de villa;Santa Rosa;2;0;0;51;1000.0;;
1473;Casa en condominio;Jesús María;4;2;4;168;4000.0;1161.0;
1474;Casa;Lince;2;0;1;54;1000.0;;
1475;Casa en condominio;Callao;3;2;3;180;3500.0;600.0;
1476;Casa en condominio;Ate;3;3;1;325;6500.0;1172.0;575.0
1477;Casa de villa;San Luis;1;0;0;60;1000.0;;
1478;Habitación;San Borja;1;0;0;42;5000.0;500.0;1300.0
1479;Habitación;San Borja;1;0;0;39;1300.0;650.0;76.0
1480;Casa en condominio;Ate;5;6;4;600;11000.0;1680.0;1700.0
1481;Habitación;La Punta;1;0;0;29;900.0;335.0;24.0
1482;Casa en condominio;Ate;4;3;4;270;11000.0;700.0;550.0
1483;Casa en condominio;Ate;5;4;2;600;12000.0;800.0;
1484;Casa;Lince;8;20;7;2000;15000.0;;
1485;Habitación;San Borja;1;0;1;44;1500.0;376.0;25.0
1486;Casa en condominio;Ate;4;4;4;400;16000.0;1300.0;590.0
1487;Habitación;San Borja;1;0;0;30;1600.0;540.0;25.0
1488;Casa comercial;San Miguel;0;0;0;150;3800.0;;165.0
1489;Casa en condominio;Jesús María;5;2;5;236;3700.0;730.0;
1490;Casa;Callao;3;2;0;140;2200.0;;128.0
1491;Casa de villa;Lima;1;0;0;45;700.0;;
1492;Habitación;Independencia;1;0;0;60;650.0;;
1493;Casa comercial;Chorrillos;0;5;0;450;16000.0;;
1494;Habitación;La Punta;1;0;0;30;1000.0;357.0;
1495;Casa de villa;Punta Hermosa;3;1;0;115;4200.0;;128.0
1496;Casa;Lurigancho;5;4;1;845;35000.0;;1540.0
1497;Habitación;Ate;1;1;0;35;1300.0;1700.0;
1498;Casa en condominio;Lince;2;1;0;85;1000.0;;
1499;Casa;Lurigancho;4;3;4;451;20000.0;;1750.0
1500;Casa en condominio;Barranco;4;2;2;300;7500.0;1300.0;802.0
1501;Habitación;El Agustino;1;0;0;25;680.0;;
1502;Casa en condominio;Villa María del Triunfo;4;2;4;230;3450.0;390.0;160.0
1503;Casa comercial;Comas;0;0;0;200;30000.0;;
1504;Casa;La Perla;4;4;0;450;13000.0;;600.0
1505;Casa de villa;San Miguel;2;0;0;71;2500.0;;60.0
1506;Casa en condominio;Jesús María;4;4;4;300;9000.0;600.0;3000.0
1507;Habitación;San Borja;0;0;0;23;1200.0;460.0;20.0
1508;Casa comercial;Los Olivos;0;2;0;250;4500.0;;109.0
1509;Casa de villa;Callao;2;0;0;68;1200.0;;12.0
1510;Habitación;Comas;1;0;0;23;2200.0;;300.0
1511;Casa;Santa María del Mar;2;0;0;33;900.0;;16.0
1512;Casa en condominio;Punta Hermosa;4;2;1;320;5500.0;2260.0;38.0
1513;Casa comercial;Callao;0;5;0;406;15000.0;;323.0
1514;Habitación;San Borja;1;0;1;30;1350.0;453.0;24.0
1515;Habitación;Chorrillos;1;0;0;23;1200.0;561.0;29.0
1516;Casa en condominio;Lince;2;1;2;80;1500.0;490.0;
1517;Casa en condominio;Jesús María;4;2;4;198;4500.0;1161.0;
1518;Habitación;Villa El Salvador;1;0;0;30;1200.0;580.0;
1519;Casa;Independencia;2;1;0;70;1200.0;50.0;
1520;Habitación;San Borja;1;0;0;21;1800.0;300.0;25.0
1521;Casa;La Punta;6;2;0;400;10000.0;;370.0
1522;Casa en condominio;Callao;3;4;1;310;3500.0;20.0;280.0
1523;Casa en condominio;Santa Anita;3;1;2;114;1700.0;50.0;
1524;Casa;Ate;3;2;3;338;3500.0;954.0;
1525;Habitación;Lurín;0;0;0;25;1200.0;163.0;
1526;Habitación;San Borja;1;0;0;35;1400.0;503.0;
1527;Casa en condominio;Callao;3;2;1;123;3500.0;550.0;160.0
1528;Casa en condominio;Ate;5;4;5;680;20000.0;2000.0;
1529;Casa comercial;Chorrillos;0;6;0;500;25000.0;480.0;320.0
1530;Habitación;Pachacámac;1;0;0;35;850.0;480.0;9.0
1531;Casa;Lince;1;0;0;50;700.0;;
1532;Casa en condominio;San Luis;3;1;1;90;1600.0;250.0;
1533;Casa;Lince;2;1;2;100;1400.0;;
1534;Casa en condominio;Ancón;2;1;0;63;900.0;;
1535;Casa de villa;Lima;1;0;0;40;650.0;;10.0
1536;Habitación;Chorrillos;1;0;0;14;850.0;366.0;25.0
1537;Casa;Comas;2;1;1;77;1300.0;;
1538;Casa;La Perla;3;1;3;450;18000.0;;1000.0
1539;Casa en condominio;Callao;3;2;3;160;3000.0;900.0;198.0
1540;Casa en condominio;Ate;4;5;2;410;10000.0;1100.0;850.0
1541;Casa en condominio;Jesús María;3;0;3;280;10000.0;1200.0;6000.0
1542;Casa comercial;Chorrillos;0;0;0;250;16000.0;;
1543;Habitación;La Punta;1;0;0;25;1700.0;380.0;20.0
1544;Casa en condominio;Ate;5;6;5;900;35000.0;2800.0;14468.0
1545;Casa;Santa Anita;3;0;0;230;1800.0;;
1546;Habitación;San Isidro;1;0;0;30;400.0;;
1547;Habitación;Mi Perú;1;0;0;25;550.0;;
1548;Casa comercial;Chorrillos;0;0;0;210;15000.0;;
1549;Casa;Lince;3;1;0;90;950.0;;
1550;Casa en condominio;Ancón;2;3;1;120;1500.0;50.0;2.0
1551;Casa;Ate;4;4;2;600;30000.0;1050.0;1300.0
1552;Habitación;San Borja;1;0;0;21;700.0;508.0;
1553;Casa;Santa Anita;4;5;3;357;5900.0;;3759.0
1554;Casa en condominio;San Luis;3;0;1;800;10000.0;150.0;2400.0
1555;Casa;Ancón;2;2;0;110;1650.0;;
1556;Habitación;La Punta;0;0;0;26;800.0;325.0;290.0
1557;Casa en condominio;Jesús María;5;3;5;300;6000.0;500.0;
1558;Habitación;Pachacámac;0;0;0;25;700.0;332.0;20.0
1559;Casa en condominio;Callao;3;1;2;130;2000.0;240.0;60.0
1560;Casa comercial;Lima;3;1;0;72;2500.0;;
1561;Casa en condominio;Ate;4;2;4;500;9500.0;2100.0;1357.0
1562;Casa;Lince;3;0;1;80;1200.0;;
1563;Casa;Ate;3;0;3;400;4000.0;776.0;
1564;Casa en condominio;Ancón;3;1;0;100;1500.0;;
1565;Casa;La Punta;3;3;3;250;3900.0;350.0;70.0
1566;Casa;Ancón;2;1;0;75;850.0;;
1567;Casa en condominio;San Luis;3;2;1;112;1900.0;325.0;1189.0
1568;Casa en condominio;Ate;4;4;4;280;10000.0;1000.0;529.0
1569;Habitación;San Borja;1;0;0;31;950.0;450.0;55.0
1570;Casa en condominio;San Luis;4;1;0;110;1750.0;550.0;993.0
1571;Casa comercial;Ventanilla;0;2;0;216;4500.0;;386.0
1572;Habitación;San Borja;1;0;1;38;1500.0;580.0;20.0
1573;Casa en condominio;Rímac;5;4;0;900;45000.0;3200.0;650.0
1574;Casa;Callao;3;2;1;399;10000.0;;
1575;Casa;Ate;4;4;4;428;8500.0;1085.0;1311.0
1576;Habitación;Villa El Salvador;1;0;0;30;1400.0;450.0;
1577;Casa en condominio;Ate;5;3;5;900;20000.0;1308.0;1601.0
1578;Casa comercial;Ventanilla;0;1;0;400;4200.0;;1560.0
1579;Casa de villa;Santa Anita;2;1;0;48;1800.0;60.0;
1580;Casa en condominio;Callao;4;2;3;163;800000.0;900.0;
1581;Habitación;Pachacámac;1;0;0;40;800.0;385.0;84.0
1582;Habitación;Villa El Salvador;1;0;0;24;1350.0;250.0;
1583;Casa;Rímac;4;4;4;669;15000.0;3400.0;2930.0
1584;Casa en condominio;Lince;3;0;1;170;2500.0;325.0;170.0
1585;Casa;San Miguel;4;3;3;164;3900.0;;175.0
1586;Casa en condominio;La Punta;2;0;1;68;1500.0;360.0;40.0
1587;Casa en condominio;Ate;4;4;3;650;15000.0;1750.0;850.0
1588;Casa en condominio;Ate;5;10;5;1000;35000.0;2200.0;19000.0
1589;Casa;Lince;1;1;0;80;750.0;;2.0
1590;Casa;Lurigancho;5;2;5;500;20000.0;;1912.0
1591;Habitación;San Borja;0;0;0;40;1900.0;625.0;
1592;Casa en condominio;Ate;4;4;2;700;15000.0;1600.0;
1593;Habitación;San Borja;1;0;0;28;1700.0;596.0;56.0
1594;Habitación;San Borja;1;0;0;35;1300.0;629.0;56.0
1595;Casa comercial;Comas;0;0;0;32;1500.0;759.0;243.0
1596;Casa;Ate;5;3;3;500;15000.0;1200.0;
1597;Casa en condominio;Ate;6;6;6;640;20000.0;1600.0;
1598;Casa en condominio;Ate;4;3;4;300;7000.0;707.0;568.0
1599;Casa en condominio;Ate;5;4;4;320;10000.0;850.0;4000.0
1600;Habitación;San Borja;1;0;0;23;1700.0;430.0;30.0
1601;Habitación;San Borja;1;0;0;30;1100.0;528.0;
1602;Casa comercial;San Miguel;0;0;0;240;11000.0;;270.0
1603;Casa;El Agustino;1;0;0;40;750.0;;
1604;Casa;Pueblo Libre;5;2;1;400;20000.0;180.0;576.0
1605;Habitación;San Borja;1;0;0;27;1080.0;450.0;54.0
1606;Casa;Lurigancho;5;4;1;845;35000.0;;1540.0
1607;Casa;La Molina;2;2;0;92;1300.0;;53.0
1608;Casa comercial;Lurigancho;0;3;0;300;17000.0;;
1609;Casa de villa;La Molina;2;0;0;56;1090.0;;
1610;Casa;Santiago de Surco;4;3;4;684;35000.0;;
1611;Habitación;San Borja;0;0;0;22;1300.0;300.0;24.0
1612;Casa comercial;Punta Hermosa;27;2;0;900;10000.0;;5000.0
1613;Casa;Chorrillos;3;0;0;88;5800.0;;
1614;Casa en condominio;Lince;2;1;2;70;1300.0;350.0;
1615;Casa en condominio;Ate;5;4;5;700;12000.0;1820.0;
1616;Casa comercial;San Miguel;3;3;0;140;6000.0;;
1617;Casa;Villa El Salvador;2;0;0;110;1400.0;;
1618;Casa en condominio;Jesús María;4;2;2;278;7500.0;1560.0;414.0
1619;Casa;Lince;3;3;0;125;2500.0;;
1620;Casa en condominio;Ancón;2;1;2;75;1700.0;;
1621;Casa;Barranco;1;0;0;50;900.0;;
1622;Casa;Lince;1;0;0;50;650.0;;55.0
1623;Casa;La Perla;4;4;4;1097;30000.0;;16654.0
1624;Casa en condominio;Ate;5;8;2;472;9000.0;800.0;1050.0
1625;Habitación;Puente Piedra;1;0;0;22;950.0;400.0;20.0
1626;Casa de villa;Punta Negra;1;0;0;60;1100.0;;
1627;Habitación;San Borja;1;0;0;24;1300.0;450.0;
1628;Casa;Los Olivos;2;0;0;50;1000.0;;
1629;Casa en condominio;Ate;5;0;5;900;15000.0;2000.0;1800.0
1630;Habitación;Chorrillos;1;0;0;25;1300.0;485.0;30.0
1631;Casa;Pachacámac;6;0;0;360;12000.0;;120.0
1632;Casa en condominio;Jesús María;7;6;6;800;16000.0;1200.0;13000.0
1633;Habitación;Pachacámac;1;0;0;20;750.0;245.0;
1634;Casa de villa;San Miguel;1;0;0;35;1200.0;10.0;260.0
1635;Casa;Lince;3;1;2;200;12000.0;;
1636;Casa;Villa María del Triunfo;3;2;1;180;1700.0;808.0;12.0
1637;Casa;La Perla;5;4;2;690;10000.0;900.0;1100.0
1638;Casa comercial;Los Olivos;0;0;0;231;7000.0;;334.0
1639;Casa en condominio;Ate;3;3;1;180;3000.0;700.0;
1640;Casa en condominio;Ate;5;5;5;566;20000.0;1308.0;
1641;Casa en condominio;Ate;5;0;3;600;10000.0;2200.0;15000.0
1642;Casa;Puente Piedra;5;0;0;85;1200.0;;
1643;Casa de villa;Santa Anita;2;0;0;80;1350.0;;150.0
1644;Casa en condominio;Ate;4;4;2;450;6000.0;2400.0;1600.0
1645;Casa de villa;Santa Anita;3;1;1;92;1500.0;80.0;13.0
1646;Casa;Lince;3;2;1;243;3900.0;100.0;
1647;Habitación;Carabayllo;1;1;0;30;480.0;;
1648;Casa;San Miguel;7;2;0;340;10000.0;;1944.0
1649;Habitación;Chorrillos;0;0;0;23;900.0;390.0;30.0
1650;Casa;Lince;1;0;0;55;500.0;;
1651;Habitación;San Borja;0;0;0;25;1100.0;384.0;
1652;Casa en condominio;Jesús María;5;3;4;492;5800.0;1000.0;850.0
1653;Casa;Lince;2;1;0;75;800.0;;25.0
1654;Casa;San Juan de Lurigancho;4;4;1;800;15000.0;1300.0;1100.0
1655;Casa;La Perla;4;3;3;560;18000.0;1300.0;
1656;Casa en condominio;Jesús María;5;4;5;800;15000.0;1700.0;1300.0
1657;Casa;Barranco;2;0;1;100;1100.0;;
1658;Casa en condominio;Ate;4;6;3;370;10500.0;950.0;
1659;Casa en condominio;Callao;2;1;2;60;1100.0;450.0;
1660;Casa;Lurigancho;4;3;4;452;20000.0;;1749.0
1661;Habitación;Pachacámac;1;0;0;30;700.0;480.0;80.0
1662;Casa de villa;El Agustino;1;1;0;47;1000.0;;
1663;Casa comercial;Chorrillos;0;2;0;271;10000.0;;1813.0
1664;Habitación;Villa El Salvador;1;0;0;22;1000.0;370.0;25.0
1665;Casa en condominio;Ate;6;5;6;370;9000.0;580.0;680.0
1666;Casa comercial;Pueblo Libre;0;2;0;300;25000.0;;
1667;Habitación;Lima;1;0;0;21;500.0;9.0;
1668;Habitación;Villa El Salvador;1;0;0;23;1500.0;340.0;
1669;Casa en condominio;Villa María del Triunfo;2;2;1;100;2100.0;365.0;70.0
1670;Casa en condominio;La Punta;3;2;0;136;2200.0;532.0;
1671;Casa;Lince;5;1;1;540;4500.0;;
1672;Habitación;San Borja;1;0;0;35;1500.0;790.0;
1673;Casa en condominio;Villa El Salvador;2;0;0;70;1500.0;;
1674;Casa;Ate;3;1;0;100;1500.0;;
1675;Casa;Lince;2;3;0;120;1200.0;;30.0
1676;Casa;Lurigancho;6;2;1;385;15000.0;1000.0;990.0
1677;Casa;El Agustino;2;0;0;48;800.0;;
1678;Casa comercial;Lima;0;3;0;233;3500.0;;650.0
1679;Casa;Mi Perú;3;0;1;300;2700.0;;
1680;Casa en condominio;Ate;5;8;5;1100;40000.0;2000.0;16000.0
1681;Casa;Ancón;1;0;0;40;600.0;;
1682;Casa en condominio;San Luis;3;1;0;200;2000.0;130.0;480.0
1683;Casa;Comas;2;0;0;60;1200.0;;
1684;Casa;Lince;2;1;2;100;1500.0;;30.0
1685;Casa;Lurigancho;4;4;4;452;20000.0;;1749.0
1686;Habitación;San Borja;1;0;0;30;1600.0;390.0;24.0
1687;Casa;San Luis;2;0;1;70;1500.0;;89.0
1688;Habitación;Pachacámac;1;0;0;28;600.0;369.0;
1689;Casa;Mi Perú;3;0;1;73;2000.0;;100.0
1690;Casa;Ate;3;2;2;220;4900.0;675.0;
1691;Casa;Ate;1;0;0;40;750.0;;16.0
1692;Casa en condominio;Ate;5;6;2;703;15000.0;;
1693;Casa;San Juan de Miraflores;3;1;0;230;2500.0;;967.0
