Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
Casa comercial;San Luis;4;0;1;4500;10000.0;;6580.0
Habitación;San Borja;1;0;0;41;1300.0;690.0;72.0
Habitación;Pachacámac;1;0;0;22;800.0;450.0;254.0
Habitación;Chorrillos;1;0;0;25;1000.0;366.0;50.0
Casa;Lurín;3;1;0;111;3200.0;340.0;98.0
Casa comercial;Carmen de La Legua;1;0;0;2150;30000.0;;
Casa comercial;Chorrillos;8;3;0;350;14000.0;;
Habitación;San Miguel;0;0;0;20;800.0;380.0;
Casa de villa;Los Olivos;1;0;0;23;750.0;;
Casa en condominio;Ate;4;4;2;660;30000.0;1050.0;1300.0
Casa;San Luis;4;4;4;300;5000.0;755.0;
Casa;Mi Perú;3;2;1;100;2000.0;;
Casa;Callao;2;0;0;80;1600.0;;
Casa;Punta Hermosa;3;0;2;408;29000.0;850.0;800.0
Casa;Ate;5;6;4;788;18000.0;2214.0;2181.0
Habitación;Lurín;1;0;0;24;1100.0;400.0;30.0
Casa en condominio;Villa El Salvador;4;2;2;400;3500.0;75000.0;
Casa;Ventanilla;4;4;4;337;4500.0;;337.0
Casa en condominio;El Agustino;3;5;3;250;3000.0;200.0;180.0
Casa;Santiago de Surco;1;0;0;35;650.0;;
Casa en condominio;Ate;4;8;4;751;18000.0;2334.0;2404.0
Casa en condominio;Ate;4;4;4;300;10000.0;700.0;5500.0
Habitación;San Borja;1;0;0;34;1400.0;754.0;69.0
Casa;Lurigancho;4;4;4;845;35000.0;;1643.0
Casa en condominio;Callao;3;3;1;178;2900.0;900.0;158.0
Casa en condominio;Ate;4;3;1;320;10000.0;1500.0;10000.0
Habitación;Villa El Salvador;1;0;0;40;1000.0;490.0;
Habitación;Chorrillos;1;0;0;25;1200.0;450.0;60.0
Casa;Lurigancho;4;3;1;263;28000.0;;
Casa comercial;La Punta;0;0;0;130;5000.0;;
Habitación;San Borja;1;0;0;30;2000.0;600.0;29.0
Casa de villa;Comas;3;0;0;110;1700.0;;
Casa;Lince;2;2;0;80;1200.0;;
Casa en condominio;Mi Perú;3;2;1;308;3500.0;700.0;280.0
Casa en condominio;San Luis;6;6;5;722;5000.0;380.0;700.0
Casa comercial;San Borja;0;0;0;55;2800.0;;392.0
Casa;Cieneguilla;2;1;0;85;1000.0;;
Casa en condominio;Ate;4;3;4;263;7000.0;700.0;518.0
Casa en condominio;Ate;5;4;2;600;12000.0;800.0;1000.0
Habitación;San Borja;1;0;0;32;1600.0;578.0;55.0
Casa en condominio;Ate;5;9;4;679;16000.0;3049.0;2743.0
Habitación;Lurín;1;0;0;31;1100.0;434.0;55.0
Habitación;San Borja;1;0;0;25;1200.0;310.0;
Habitación;San Borja;1;0;0;35;1600.0;481.0;26.0
Habitación;Villa El Salvador;0;0;0;25;1000.0;430.0;
Casa;San Borja;2;1;0;80;850.0;496.0;12.0
Casa de villa;San Borja;3;1;1;204;2800.0;430.0;68.0
Casa en condominio;Ate;4;4;4;400;10000.0;2100.0;1400.0
Habitación;San Borja;1;0;0;20;1500.0;500.0;
Casa de villa;San Luis;2;0;0;50;2000.0;30.0;25.0
Casa;Ate;4;2;4;250;8000.0;1800.0;360.0
Casa;Chorrillos;8;3;0;418;15000.0;;
Casa en condominio;Jesús María;4;3;4;280;5000.0;750.0;200.0
Casa en condominio;Ate;5;5;5;900;17500.0;2600.0;
Casa en condominio;Jesús María;4;2;3;147;4500.0;1195.0;1000.0
Casa;Lince;2;0;1;80;1100.0;;
Habitación;Pachacámac;1;0;0;30;800.0;250.0;25.0
Casa en condominio;Ate;4;5;4;500;11800.0;1550.0;1501.0
Casa;La Perla;3;2;3;1100;30000.0;;1900.0
Casa en condominio;Jesús María;3;2;1;165;2000.0;980.0;153.0
Habitación;San Borja;1;0;0;24;2500.0;570.0;56.0
Casa de villa;El Agustino;2;1;0;45;1000.0;70.0;
Habitación;Chorrillos;0;0;1;30;800.0;320.0;
Casa en condominio;Ate;6;0;5;950;30000.0;1200.0;15000.0
Habitación;San Borja;1;0;0;35;1300.0;380.0;68.0
Casa;Lince;2;0;1;60;900.0;;
Casa de villa;San Isidro;2;1;0;78;1000.0;;
Casa comercial;Chorrillos;0;0;0;161;9000.0;;523.0
Habitación;Villa El Salvador;1;0;0;21;900.0;455.0;29.0
Casa comercial;Chorrillos;0;0;0;250;16000.0;;1209.0
Habitación;Villa El Salvador;1;0;0;42;1550.0;300.0;
Casa comercial;San Miguel;6;3;0;300;8200.0;;1500.0
Casa;Jesús María;3;4;3;360;12000.0;;6072.0
Casa en condominio;Ate;6;4;4;1000;15000.0;2600.0;
Casa en condominio;Punta Hermosa;3;4;3;523;15000.0;3968.0;1013.0
Casa;Jesús María;4;5;3;360;15000.0;;5624.0
Casa comercial;Chorrillos;0;0;0;120;4200.0;;761.0
Casa de villa;Chaclacayo;1;0;0;30;800.0;;
Casa en condominio;Jesús María;4;0;2;400;10000.0;1400.0;1500.0
Habitación;Chorrillos;0;0;0;23;900.0;390.0;30.0
Casa;Lurigancho;4;3;0;531;18000.0;;702.0
Casa en condominio;Ate;6;4;4;622;10000.0;;
Casa comercial;Punta Negra;6;3;4;600;4800.0;;150.0
Casa en condominio;San Luis;3;3;1;280;5000.0;865.0;1100.0
Casa;La Punta;4;3;2;851;22000.0;;980.0
Casa;Villa María del Triunfo;3;1;3;138;2350.0;350.0;130.0
Casa;Lince;1;0;0;50;500.0;;
Casa en condominio;San Luis;2;0;0;50;2200.0;70.0;20.0
Casa en condominio;Callao;3;2;3;180;3500.0;600.0;
Habitación;San Borja;1;0;0;20;1150.0;450.0;71.0
Habitación;Lince;1;0;0;45;590.0;70.0;
Casa en condominio;Ate;5;8;5;900;20000.0;2200.0;1177.0
Casa en condominio;Ate;4;5;4;900;20000.0;1500.0;
Habitación;Pachacámac;1;0;0;25;800.0;350.0;10.0
Casa de villa;San Juan de Miraflores;3;1;1;240;2000.0;40.0;100.0
Casa en condominio;Villa El Salvador;3;3;1;180;2200.0;400.0;1.0
Habitación;Puente Piedra;1;0;0;26;850.0;366.0;25.0
Casa de villa;Carabayllo;1;1;0;50;900.0;;
Casa;Chaclacayo;6;2;1;180;4500.0;;
Casa;Lince;2;1;2;90;1200.0;;
Casa en condominio;Jesús María;3;3;3;320;7900.0;949.0;2560.0
Casa de villa;Santa Rosa;2;0;0;51;1000.0;;
Casa en condominio;Jesús María;4;2;4;168;4000.0;1161.0;
Casa;Lince;2;0;1;54;1000.0;;
Casa en condominio;Callao;3;2;3;180;3500.0;600.0;
Casa en condominio;Ate;3;3;1;325;6500.0;1172.0;575.0
Casa de villa;San Luis;1;0;0;60;1000.0;;
Habitación;San Borja;1;0;0;42;5000.0;500.0;1300.0
Habitación;San Borja;1;0;0;39;1300.0;650.0;76.0
Casa en condominio;Ate;5;6;4;600;11000.0;1680.0;1700.0
Habitación;La Punta;1;0;0;29;900.0;335.0;24.0
Casa en condominio;Ate;4;3;4;270;11000.0;700.0;550.0
Casa en condominio;Ate;5;4;2;600;12000.0;800.0;
Casa;Lince;8;20;7;2000;15000.0;;
Habitación;San Borja;1;0;1;44;1500.0;376.0;25.0
Casa en condominio;Ate;4;4;4;400;16000.0;1300.0;590.0
Habitación;San Borja;1;0;0;30;1600.0;540.0;25.0
Casa comercial;San Miguel;0;0;0;150;3800.0;;165.0
Casa en condominio;Jesús María;5;2;5;236;3700.0;730.0;
Casa;Callao;3;2;0;140;2200.0;;128.0
Casa de villa;Lima;1;0;0;45;700.0;;
Habitación;Independencia;1;0;0;60;650.0;;
Casa comercial;Chorrillos;0;5;0;450;16000.0;;
Habitación;La Punta;1;0;0;30;1000.0;357.0;
Casa de villa;Punta Hermosa;3;1;0;115;4200.0;;128.0
Casa;Lurigancho;5;4;1;845;35000.0;;1540.0
Habitación;Ate;1;1;0;35;1300.0;1700.0;
Casa en condominio;Lince;2;1;0;85;1000.0;;
Casa;Lurigancho;4;3;4;451;20000.0;;1750.0
Casa en condominio;Barranco;4;2;2;300;7500.0;1300.0;802.0
Habitación;El Agustino;1;0;0;25;680.0;;
Casa en condominio;Villa María del Triunfo;4;2;4;230;3450.0;390.0;160.0
Casa comercial;Comas;0;0;0;200;30000.0;;
Casa;La Perla;4;4;0;450;13000.0;;600.0
Casa de villa;San Miguel;2;0;0;71;2500.0;;60.0
Casa en condominio;Jesús María;4;4;4;300;9000.0;600.0;3000.0
Habitación;San Borja;0;0;0;23;1200.0;460.0;20.0
Casa comercial;Los Olivos;0;2;0;250;4500.0;;109.0
Casa de villa;Callao;2;0;0;68;1200.0;;12.0
Habitación;Comas;1;0;0;23;2200.0;;300.0
Casa;Santa María del Mar;2;0;0;33;900.0;;16.0
Casa en condominio;Punta Hermosa;4;2;1;320;5500.0;2260.0;38.0
Casa comercial;Callao;0;5;0;406;15000.0;;323.0
Habitación;San Borja;1;0;1;30;1350.0;453.0;24.0
Habitación;Chorrillos;1;0;0;23;1200.0;561.0;29.0
Casa en condominio;Lince;2;1;2;80;1500.0;490.0;
Casa en condominio;Jesús María;4;2;4;198;4500.0;1161.0;
Habitación;Villa El Salvador;1;0;0;30;1200.0;580.0;
Casa;Independencia;2;1;0;70;1200.0;50.0;
Habitación;San Borja;1;0;0;21;1800.0;300.0;25.0
Casa;La Punta;6;2;0;400;10000.0;;370.0
Casa en condominio;Callao;3;4;1;310;3500.0;20.0;280.0
Casa en condominio;Santa Anita;3;1;2;114;1700.0;50.0;
Casa;Ate;3;2;3;338;3500.0;954.0;
Habitación;Lurín;0;0;0;25;1200.0;163.0;
Habitación;San Borja;1;0;0;35;1400.0;503.0;
Casa en condominio;Callao;3;2;1;123;3500.0;550.0;160.0
Casa en condominio;Ate;5;4;5;680;20000.0;2000.0;
Casa comercial;Chorrillos;0;6;0;500;25000.0;480.0;320.0
Habitación;Pachacámac;1;0;0;35;850.0;480.0;9.0
Casa;Lince;1;0;0;50;700.0;;
Casa en condominio;San Luis;3;1;1;90;1600.0;250.0;
Casa;Lince;2;1;2;100;1400.0;;
Casa en condominio;Ancón;2;1;0;63;900.0;;
Casa de villa;Lima;1;0;0;40;650.0;;10.0
Habitación;Chorrillos;1;0;0;14;850.0;366.0;25.0
Casa;Comas;2;1;1;77;1300.0;;
Casa;La Perla;3;1;3;450;18000.0;;1000.0
Casa en condominio;Callao;3;2;3;160;3000.0;900.0;198.0
Casa en condominio;Ate;4;5;2;410;10000.0;1100.0;850.0
Casa en condominio;Jesús María;3;0;3;280;10000.0;1200.0;6000.0
Casa comercial;Chorrillos;0;0;0;250;16000.0;;
Habitación;La Punta;1;0;0;25;1700.0;380.0;20.0
Casa en condominio;Ate;5;6;5;900;35000.0;2800.0;14468.0
Casa;Santa Anita;3;0;0;230;1800.0;;
Habitación;San Isidro;1;0;0;30;400.0;;
Habitación;Mi Perú;1;0;0;25;550.0;;
Casa comercial;Chorrillos;0;0;0;210;15000.0;;
Casa;Lince;3;1;0;90;950.0;;
Casa en condominio;Ancón;2;3;1;120;1500.0;50.0;2.0
Casa;Ate;4;4;2;600;30000.0;1050.0;1300.0
Habitación;San Borja;1;0;0;21;700.0;508.0;
Casa;Santa Anita;4;5;3;357;5900.0;;3759.0
Casa en condominio;San Luis;3;0;1;800;10000.0;150.0;2400.0
Casa;Ancón;2;2;0;110;1650.0;;
Habitación;La Punta;0;0;0;26;800.0;325.0;290.0
Casa en condominio;Jesús María;5;3;5;300;6000.0;500.0;
Habitación;Pachacámac;0;0;0;25;700.0;332.0;20.0
Casa en condominio;Callao;3;1;2;130;2000.0;240.0;60.0
Casa comercial;Lima;3;1;0;72;2500.0;;
Casa en condominio;Ate;4;2;4;500;9500.0;2100.0;1357.0
Casa;Lince;3;0;1;80;1200.0;;
Casa;Ate;3;0;3;400;4000.0;776.0;
Casa en condominio;Ancón;3;1;0;100;1500.0;;
Casa;La Punta;3;3;3;250;3900.0;350.0;70.0
Casa;Ancón;2;1;0;75;850.0;;
Casa en condominio;San Luis;3;2;1;112;1900.0;325.0;1189.0
Casa en condominio;Ate;4;4;4;280;10000.0;1000.0;529.0
Habitación;San Borja;1;0;0;31;950.0;450.0;55.0
Casa en condominio;San Luis;4;1;0;110;1750.0;550.0;993.0
Casa comercial;Ventanilla;0;2;0;216;4500.0;;386.0
Habitación;San Borja;1;0;1;38;1500.0;580.0;20.0
Casa en condominio;Rímac;5;4;0;900;45000.0;3200.0;650.0
Casa;Callao;3;2;1;399;10000.0;;
Casa;Ate;4;4;4;428;8500.0;1085.0;1311.0
Habitación;Villa El Salvador;1;0;0;30;1400.0;450.0;
Casa en condominio;Ate;5;3;5;900;20000.0;1308.0;1601.0
Casa comercial;Ventanilla;0;1;0;400;4200.0;;1560.0
Casa de villa;Santa Anita;2;1;0;48;1800.0;60.0;
Casa en condominio;Callao;4;2;3;163;800000.0;900.0;
Habitación;Pachacámac;1;0;0;40;800.0;385.0;84.0
Habitación;Villa El Salvador;1;0;0;24;1350.0;250.0;
Casa;Rímac;4;4;4;669;15000.0;3400.0;2930.0
Casa en condominio;Lince;3;0;1;170;2500.0;325.0;170.0
Casa;San Miguel;4;3;3;164;3900.0;;175.0
Casa en condominio;La Punta;2;0;1;68;1500.0;360.0;40.0
Casa en condominio;Ate;4;4;3;650;15000.0;1750.0;850.0
Casa en condominio;Ate;5;10;5;1000;35000.0;2200.0;19000.0
Casa;Lince;1;1;0;80;750.0;;2.0
Casa;Lurigancho;5;2;5;500;20000.0;;1912.0
Habitación;San Borja;0;0;0;40;1900.0;625.0;
Casa en condominio;Ate;4;4;2;700;15000.0;1600.0;
Habitación;San Borja;1;0;0;28;1700.0;596.0;56.0
Habitación;San Borja;1;0;0;35;1300.0;629.0;56.0
Casa comercial;Comas;0;0;0;32;1500.0;759.0;243.0
Casa;Ate;5;3;3;500;15000.0;1200.0;
Casa en condominio;Ate;6;6;6;640;20000.0;1600.0;
Casa en condominio;Ate;4;3;4;300;7000.0;707.0;568.0
Casa en condominio;Ate;5;4;4;320;10000.0;850.0;4000.0
Habitación;San Borja;1;0;0;23;1700.0;430.0;30.0
Habitación;San Borja;1;0;0;30;1100.0;528.0;
Casa comercial;San Miguel;0;0;0;240;11000.0;;270.0
Casa;El Agustino;1;0;0;40;750.0;;
Casa;Pueblo Libre;5;2;1;400;20000.0;180.0;576.0
Habitación;San Borja;1;0;0;27;1080.0;450.0;54.0
Casa;Lurigancho;5;4;1;845;35000.0;;1540.0
Casa;La Molina;2;2;0;92;1300.0;;53.0
Casa comercial;Lurigancho;0;3;0;300;17000.0;;
Casa de villa;La Molina;2;0;0;56;1090.0;;
Casa;Santiago de Surco;4;3;4;684;35000.0;;
Habitación;San Borja;0;0;0;22;1300.0;300.0;24.0
Casa comercial;Punta Hermosa;27;2;0;900;10000.0;;5000.0
Casa;Chorrillos;3;0;0;88;5800.0;;
Casa en condominio;Lince;2;1;2;70;1300.0;350.0;
Casa en condominio;Ate;5;4;5;700;12000.0;1820.0;
Casa comercial;San Miguel;3;3;0;140;6000.0;;
Casa;Villa El Salvador;2;0;0;110;1400.0;;
Casa en condominio;Jesús María;4;2;2;278;7500.0;1560.0;414.0
Casa;Lince;3;3;0;125;2500.0;;
Casa en condominio;Ancón;2;1;2;75;1700.0;;
Casa;Barranco;1;0;0;50;900.0;;
Casa;Lince;1;0;0;50;650.0;;55.0
Casa;La Perla;4;4;4;1097;30000.0;;16654.0
Casa en condominio;Ate;5;8;2;472;9000.0;800.0;1050.0
Habitación;Puente Piedra;1;0;0;22;950.0;400.0;20.0
Casa de villa;Punta Negra;1;0;0;60;1100.0;;
Habitación;San Borja;1;0;0;24;1300.0;450.0;
Casa;Los Olivos;2;0;0;50;1000.0;;
Casa en condominio;Ate;5;0;5;900;15000.0;2000.0;1800.0
Habitación;Chorrillos;1;0;0;25;1300.0;485.0;30.0
Casa;Pachacámac;6;0;0;360;12000.0;;120.0
Casa en condominio;Jesús María;7;6;6;800;16000.0;1200.0;13000.0
Habitación;Pachacámac;1;0;0;20;750.0;245.0;
Casa de villa;San Miguel;1;0;0;35;1200.0;10.0;260.0
Casa;Lince;3;1;2;200;12000.0;;
Casa;Villa María del Triunfo;3;2;1;180;1700.0;808.0;12.0
Casa;La Perla;5;4;2;690;10000.0;900.0;1100.0
Casa comercial;Los Olivos;0;0;0;231;7000.0;;334.0
Casa en condominio;Ate;3;3;1;180;3000.0;700.0;
Casa en condominio;Ate;5;5;5;566;20000.0;1308.0;
Casa en condominio;Ate;5;0;3;600;10000.0;2200.0;15000.0
Casa;Puente Piedra;5;0;0;85;1200.0;;
Casa de villa;Santa Anita;2;0;0;80;1350.0;;150.0
Casa en condominio;Ate;4;4;2;450;6000.0;2400.0;1600.0
Casa de villa;Santa Anita;3;1;1;92;1500.0;80.0;13.0
Casa;Lince;3;2;1;243;3900.0;100.0;
Habitación;Carabayllo;1;1;0;30;480.0;;
Casa;San Miguel;7;2;0;340;10000.0;;1944.0
Habitación;Chorrillos;0;0;0;23;900.0;390.0;30.0
Casa;Lince;1;0;0;55;500.0;;
Habitación;San Borja;0;0;0;25;1100.0;384.0;
Casa en condominio;Jesús María;5;3;4;492;5800.0;1000.0;850.0
Casa;Lince;2;1;0;75;800.0;;25.0
Casa;San Juan de Lurigancho;4;4;1;800;15000.0;1300.0;1100.0
Casa;La Perla;4;3;3;560;18000.0;1300.0;
Casa en condominio;Jesús María;5;4;5;800;15000.0;1700.0;1300.0
Casa;Barranco;2;0;1;100;1100.0;;
Casa en condominio;Ate;4;6;3;370;10500.0;950.0;
Casa en condominio;Callao;2;1;2;60;1100.0;450.0;
Casa;Lurigancho;4;3;4;452;20000.0;;1749.0
Habitación;Pachacámac;1;0;0;30;700.0;480.0;80.0
Casa de villa;El Agustino;1;1;0;47;1000.0;;
Casa comercial;Chorrillos;0;2;0;271;10000.0;;1813.0
Habitación;Villa El Salvador;1;0;0;22;1000.0;370.0;25.0
Casa en condominio;Ate;6;5;6;370;9000.0;580.0;680.0
Casa comercial;Pueblo Libre;0;2;0;300;25000.0;;
Habitación;Lima;1;0;0;21;500.0;9.0;
Habitación;Villa El Salvador;1;0;0;23;1500.0;340.0;
Casa en condominio;Villa María del Triunfo;2;2;1;100;2100.0;365.0;70.0
Casa en condominio;La Punta;3;2;0;136;2200.0;532.0;
Casa;Lince;5;1;1;540;4500.0;;
Habitación;San Borja;1;0;0;35;1500.0;790.0;
Casa en condominio;Villa El Salvador;2;0;0;70;1500.0;;
Casa;Ate;3;1;0;100;1500.0;;
Casa;Lince;2;3;0;120;1200.0;;30.0
Casa;Lurigancho;6;2;1;385;15000.0;1000.0;990.0
Casa;El Agustino;2;0;0;48;800.0;;
Casa comercial;Lima;0;3;0;233;3500.0;;650.0
Casa;Mi Perú;3;0;1;300;2700.0;;
Casa en condominio;Ate;5;8;5;1100;40000.0;2000.0;16000.0
Casa;Ancón;1;0;0;40;600.0;;
Casa en condominio;San Luis;3;1;0;200;2000.0;130.0;480.0
Casa;Comas;2;0;0;60;1200.0;;
Casa;Lince;2;1;2;100;1500.0;;30.0
Casa;Lurigancho;4;4;4;452;20000.0;;1749.0
Habitación;San Borja;1;0;0;30;1600.0;390.0;24.0
Casa;San Luis;2;0;1;70;1500.0;;89.0
Habitación;Pachacámac;1;0;0;28;600.0;369.0;
Casa;Mi Perú;3;0;1;73;2000.0;;100.0
Casa;Ate;3;2;2;220;4900.0;675.0;
Casa;Ate;1;0;0;40;750.0;;16.0
Casa en condominio;Ate;5;6;2;703;15000.0;;
Casa;San Juan de Miraflores;3;1;0;230;2500.0;;967.0
Casa;Villa María del Triunfo;2;0;2;80;1800.0;;
Casa en condominio;Callao;4;4;3;480;7000.0;600.0;2500.0
Casa en condominio;Ate;5;4;3;622;10000.0;1380.0;1486.0
Casa en condominio;Ate;7;6;6;850;25000.0;2200.0;25000.0
Casa en condominio;Ate;5;2;5;810;26000.0;1550.0;3256.0
Casa de villa;Lince;2;1;1;70;1200.0;;
Casa en condominio;Ate;5;7;5;1150;40000.0;2200.0;
Casa;Pachacámac;2;2;1;70;1500.0;;
Casa en condominio;Villa María del Triunfo;3;2;3;260;5000.0;350.0;150.0
Casa de villa;Santa María del Mar;3;0;0;100;2000.0;;
Casa en condominio;Ate;6;6;4;1100;34009.0;;
Casa en condominio;Comas;1;1;0;70;1000.0;150.0;13.0
Casa;Santiago de Surco;5;3;3;350;16000.0;;500.0
Casa en condominio;Ate;5;7;5;780;18000.0;2081.0;1540.0
Habitación;San Borja;1;0;0;27;800.0;626.0;20.0
Casa en condominio;Ancón;2;0;0;92;750.0;;
Casa;Lurigancho;4;1;2;500;15000.0;;450.0
Casa en condominio;Lurigancho;4;5;4;845;35000.0;;1794.0
Casa;San Luis;1;0;0;60;1000.0;;
Habitación;Rímac;1;0;0;25;1550.0;360.0;58.0
Casa de villa;Comas;2;1;0;76;1508.0;;
Casa;Lince;1;0;0;50;400.0;;
Casa;Mi Perú;1;0;0;100;800.0;;
Casa;Barranco;2;0;0;65;1100.0;;
Casa en condominio;Jesús María;3;2;2;200;3000.0;;
Habitación;Pachacámac;1;0;0;46;800.0;350.0;
Casa en condominio;Jesús María;6;4;5;650;10000.0;1134.0;1487.0
Casa;La Perla;5;8;5;1000;25000.0;;14000.0
Casa comercial;Lince;0;0;0;130;2500.0;;150.0
Casa;Lince;1;0;0;60;450.0;;20.0
Habitación;Lurín;0;0;0;37;1100.0;676.0;
Casa;Santiago de Surco;1;0;0;50;700.0;;
Habitación;San Borja;1;0;1;23;1500.0;400.0;
Casa;San Luis;2;0;0;100;1200.0;;43.0
Casa en condominio;San Luis;2;1;1;110;2000.0;504.0;
Habitación;Chaclacayo;1;0;0;23;850.0;397.0;25.0
Habitación;Lurín;0;0;0;20;700.0;450.0;30.0
Casa en condominio;Ate;3;2;3;349;8000.0;850.0;583.0
Casa de villa;Santiago de Surco;1;0;0;50;730.0;;
Casa;Ancón;2;0;0;89;700.0;180.0;
Casa de villa;Santa María del Mar;2;0;0;58;1000.0;;13.0
Casa en condominio;Ate;4;4;0;800;15000.0;2000.0;
Casa en condominio;La Punta;1;0;0;72;1200.0;100.0;
Casa en condominio;Ate;4;2;2;385;6500.0;1150.0;800.0
Casa en condominio;Villa María del Triunfo;4;4;2;300;4000.0;600.0;
Casa en condominio;Ancón;3;2;1;130;1800.0;;
Casa de villa;Santa Rosa;3;0;0;80;1800.0;80.0;20.0
Casa de villa;Villa El Salvador;3;0;0;132;4800.0;;500.0
Casa en condominio;Pucusana;6;3;5;690;15000.0;1500.0;1250.0
Habitación;San Miguel;1;0;0;27;900.0;385.0;20.0
Casa;Lurín;10;0;10;200;15000.0;;200.0
Casa;El Agustino;1;0;0;45;600.0;;17.0
Casa en condominio;Ate;7;4;5;622;10000.0;1380.0;1486.0
Casa;Ate;5;4;2;421;12000.0;1668.0;1250.0
Casa en condominio;Jesús María;5;2;4;197;4000.0;960.0;353.0
Habitación;Chorrillos;1;0;0;26;1200.0;320.0;
Casa de villa;Chorrillos;2;0;0;60;2900.0;;68.0
Habitación;San Miguel;1;0;0;25;1000.0;449.0;
Casa en condominio;Ate;5;5;3;681;20000.0;1900.0;18000.0
Casa comercial;Jesús María;0;2;0;350;9000.0;1.0;
Casa;Lince;2;1;1;70;1400.0;;130.0
Habitación;Punta Hermosa;1;0;0;30;1200.0;380.0;
Casa;Jesús María;4;3;2;510;10000.0;1100.0;760.0
Casa comercial;Ventanilla;0;4;0;180;3700.0;;100.0
Casa;Ate;6;4;3;430;7500.0;150.0;
Habitación;Chorrillos;0;0;0;23;1000.0;390.0;30.0
Casa en condominio;Lince;2;0;2;100;2200.0;420.0;
Habitación;San Borja;0;0;0;35;2500.0;472.0;25.0
Casa en condominio;Ate;4;4;2;600;30000.0;1100.0;1300.0
Casa en condominio;Callao;3;3;3;128;3800.0;460.0;1500.0
Casa en condominio;Jesús María;4;2;2;260;5800.0;1000.0;
Habitación;Lurín;0;0;0;24;1300.0;;
Habitación;Pachacámac;1;0;0;29;1200.0;325.0;
Casa;Lince;2;4;0;60;1600.0;;
Casa;Jesús María;3;20;1;100;8000.0;;
Casa en condominio;Ate;5;6;5;1200;32000.0;2134.0;17480.0
Casa de villa;Comas;1;0;0;34;600.0;;
Casa en condominio;Villa El Salvador;3;3;1;115;2250.0;880.0;120.0
Casa;Pucusana;6;30;2;1200;28000.0;;1581.0
Casa;Jesús María;4;2;3;600;15000.0;;6072.0
Casa;Ancón;2;0;0;75;850.0;;
Casa;Lince;2;5;0;75;1050.0;;
Habitación;San Borja;1;0;0;20;2200.0;;
Casa;La Punta;5;5;2;420;4500.0;;
Casa;Lince;2;0;0;70;560.0;240.0;
Casa;Jesús María;4;3;1;298;8000.0;;3208.0
Habitación;San Borja;1;0;0;25;1950.0;310.0;25.0
Casa en condominio;Ate;3;2;3;450;8500.0;850.0;5863.0
Casa;San Borja;2;1;0;80;850.0;520.0;12.0
Casa;Magdalena del Mar;1;0;0;55;800.0;;
Casa;El Agustino;2;0;0;70;1100.0;;
Casa en condominio;Callao;3;2;1;143;2600.0;725.0;171.0
Habitación;Ventanilla;1;0;0;16;980.0;80.0;
Casa;San Luis;3;0;0;105;1700.0;;90.0
Casa en condominio;Ate;5;4;2;600;12000.0;800.0;1000.0
Casa de villa;Los Olivos;1;0;0;36;750.0;;
Casa de villa;San Luis;2;0;0;65;1600.0;;
Habitación;San Borja;1;0;0;30;1000.0;425.0;29.0
Casa de villa;El Agustino;3;1;0;90;1500.0;;
Casa en condominio;Ate;4;4;3;622;10000.0;1380.0;1486.0
Casa en condominio;Ate;4;4;3;431;8500.0;2134.0;1471.0
Habitación;Pachacámac;1;0;0;22;900.0;350.0;24.0
Casa en condominio;Ate;4;4;4;2070;22000.0;1000.0;32300.0
Casa;Comas;2;1;0;55;1000.0;17.0;
Habitación;San Borja;1;0;0;33;900.0;800.0;30.0
Casa;Santa María del Mar;5;2;1;278;3500.0;;3997.0
Casa en condominio;Jesús María;3;2;1;250;4000.0;1450.0;1600.0
Casa;Cieneguilla;3;2;0;90;2000.0;;296.0
Casa en condominio;Jesús María;4;4;2;480;11000.0;1000.0;680.0
Casa en condominio;Ate;4;9;4;680;16000.0;3118.0;2743.0
Casa en condominio;Pucusana;5;2;2;500;15000.0;1630.0;1300.0
Habitación;Chorrillos;1;0;0;21;900.0;350.0;24.0
Habitación;Mi Perú;1;0;0;30;900.0;590.0;20.0
Casa comercial;Jesús María;0;0;0;511;30000.0;;2253.0
Casa comercial;Chorrillos;0;0;0;180;6800.0;;750.0
Casa en condominio;Ate;5;10;4;1000;20000.0;5000.0;2000.0
Habitación;San Borja;1;0;0;25;1000.0;545.0;30.0
Casa en condominio;Pucusana;6;3;6;1900;35000.0;1500.0;3900.0
Casa en condominio;Pucusana;4;2;4;900;45000.0;1700.0;
Casa comercial;Rímac;0;0;0;300;35000.0;;2000.0
Casa comercial;Chorrillos;0;5;0;408;22000.0;;2760.0
Habitación;San Borja;1;0;0;40;1550.0;420.0;133.0
Casa en condominio;Ate;5;4;2;600;12000.0;800.0;1000.0
Habitación;San Miguel;1;0;0;24;1000.0;380.0;20.0
Casa;La Perla;2;1;0;46;600.0;250.0;
Casa comercial;Pueblo Libre;0;0;0;300;17000.0;;1760.0
Casa en condominio;Ate;5;8;5;1150;40000.0;2300.0;20000.0
Habitación;Villa El Salvador;1;0;0;30;1500.0;280.0;29.0
Casa;Callao;3;4;1;318;4500.0;;353.0
Casa en condominio;Punta Hermosa;4;2;1;240;6500.0;2200.0;3400.0
Casa;Mi Perú;1;0;0;45;800.0;;
Casa;Pucusana;2;0;0;60;1400.0;;56.0
Casa comercial;Chorrillos;6;2;0;400;15000.0;;
Casa comercial;San Borja;0;0;0;100;8500.0;;
